"","id","X","Linf","length_type","K","t0","sex","temp","Lm","X.1","omega","country","locality","questionable","captive","spp","genus","family","ScientificName","class","order"
"311",24,1541,27.7,"TL",0.48,NA,NA,0.36,9,NA,2.57,"Germany","Southern Baltic","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"312",24,1542,27.9,"TL",0.62,NA,NA,NA,8,NA,2.68,"Germany","Kiel Bight, Baltic","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"313",24,1543,28.2,"TL",0.38,NA,NA,NA,9,NA,2.48,"UK Engld Wal","East Anglia","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"314",24,1544,28.3,"TL",0.41,NA,NA,NA,9,NA,2.52,"Germany","Western Baltic","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"315",24,1545,28.3,"TL",0.29,0.29,NA,NA,4,NA,2.37,"Russia","Murman Herring (72°N 35°E)","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"316",24,1546,28.4,"TL",0.36,NA,NA,NA,9,NA,2.46,"UK Engld Wal","East Anglia","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"317",24,1547,28.6,"TL",0.74,0.05,NA,NA,NA,NA,2.78,"UK","North Sea","Yes","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"318",24,1548,28.7,"TL",0.63,NA,NA,NA,8,NA,2.72,"Germany","Kiel Bight, Baltic","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"319",24,1549,29,"TL",0.66,NA,NA,NA,13,22.6,2.74,"Ireland","Irish Sea","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"320",24,1550,29.1,"TL",0.31,NA,NA,NA,9,NA,2.41,"UK Engld Wal","East Anglia","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"321",24,1551,29.2,"",0.48,NA,NA,NA,10.6,24.5,2.61,"UK Engld Wal","Downs stock","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"322",24,1552,29.3,"TL",0.26,NA,NA,0.17,9,NA,2.36,"UK Engld Wal","East Anglia","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"323",24,1553,29.3,"TL",0.5,-1.48,NA,NA,11,NA,2.63,"Ireland","Irish Sea","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"324",24,1554,29.4,"TL",0.23,NA,NA,NA,9,NA,2.31,"UK Engld Wal","East Anglia","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"325",24,1555,29.5,"TL",0.29,NA,NA,0.18,9,NA,2.4,"UK Engld Wal","East Anglia","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"326",24,1556,29.5,"TL",0.39,NA,NA,0.2,12,NA,2.53,"Ireland","Irish Sea (Dunmore Stock)","Yes","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"327",24,1557,29.6,"NG",0.35,-1.63,NA,NA,10.3,23.7,2.49,"UK","Manx stock","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"328",24,1558,29.7,"SL",0.28,-1.97,NA,0.2,8.2,NA,2.38,"Germany","Western Baltic, around Rügen","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"329",24,1559,29.9,"TL",0.38,NA,NA,NA,9,NA,2.53,"UK Engld Wal","East Anglia","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"330",24,1560,30,"TL",0.33,-0.88,NA,0.2,NA,22.1,2.47,"","Western Baltic Sea, Sub-divisions 22-24 and Division IIIa","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"331",24,1561,30,"TL",0.38,NA,NA,0.25,11,24,2.53,"UK","`North Sea'","Yes","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"332",24,1562,30,"SL",0.33,NA,NA,NA,9,25.7,2.47,"UK","Banks/Dogger stock","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"333",24,1563,30.1,"TL",0.59,0.04,NA,NA,NA,NA,2.73,"UK","North Sea","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"334",24,1564,30.1,"TL",0.34,-2.94,NA,NA,13.1,NA,2.49,"Ireland","Celtic Sea","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"335",24,1565,30.2,"TL",0.27,NA,NA,0.15,9,NA,2.39,"UK Engld Wal","East Anglia","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"336",24,1566,30.3,"TL",0.22,NA,NA,0.13,9,NA,2.31,"UK Engld Wal","East Anglia","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"337",24,1567,30.3,"TL",0.58,0.13,NA,NA,NA,NA,2.73,"UK","North Sea","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"338",24,1568,30.3,"NG",0.34,-2.45,NA,NA,9,NA,2.49,"UK Engld Wal","Celtic Sea","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"339",24,1569,30.3,"TL",0.44,NA,NA,NA,13,22.1,2.61,"Ireland","Celtic Sea","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"340",24,1570,30.4,"TL",0.31,NA,NA,NA,9,NA,2.46,"UK Engld Wal","East Anglia","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"341",24,1571,30.5,"TL",0.44,-0.69,NA,NA,NA,NA,2.61,"UK","North Sea","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"342",24,1572,30.6,"TL",0.42,-0.28,NA,NA,10,NA,2.59,"UK Scotland","Buchan Herring","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"343",24,1573,30.6,"NG",0.32,-0.32,NA,NA,10.3,NA,2.48,"UK","Manx stock","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"344",24,1574,30.6,"TL",0.69,-0.58,NA,NA,10.9,NA,2.81,"UK Scotland","Northwest of Scotland","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"345",24,1575,30.7,"TL",0.3,-1.84,NA,NA,9.5,NA,2.45,"UK Scotland","Buchan Herring","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"346",24,1576,30.8,"TL",0.33,-1.66,NA,0.2,8.2,NA,2.5,"Germany","Western Baltic, around Rügen","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"347",24,1577,30.9,"TL",0.41,-0.55,NA,NA,NA,NA,2.59,"UK","North Sea","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"348",24,1578,31,"TL",0.24,NA,NA,0.18,9,NA,2.36,"UK Engld Wal","East Anglia","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"349",24,1579,31,"TL",0.3,NA,NA,NA,9,NA,2.45,"UK Engld Wal","East Anglia","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"350",24,1580,31.1,"TL",0.28,-2.87,NA,NA,9.1,NA,2.43,"UK Scotland","Buchan Herring","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"351",24,1581,31.1,"",0.3,NA,NA,NA,8.8,27.5,2.46,"UK Scotland","Buchan stock","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"352",24,1582,31.2,"NG",0.44,-1.27,NA,0.16,11.4,23.8,2.63,"Ireland","Dunmore stock","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"353",24,1583,31.3,"TL",0.37,-2.61,NA,NA,12.1,NA,2.56,"UK No Ireld","Northwest of Ireland and south of Scotland","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"354",24,1584,31.5,"TL",0.43,-0.84,NA,NA,9.1,NA,2.63,"UK Scotland","Buchan Herring","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"355",24,1585,31.5,"TL",0.4,-0.49,NA,NA,NA,NA,2.6,"UK","North Sea","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"356",24,1586,31.6,"TL",0.26,NA,NA,0.26,9,22,2.42,"UK Engld Wal","East Anglia","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"357",24,1587,31.9,"TL",0.36,-0.49,NA,NA,NA,NA,2.56,"UK","North Sea","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"358",24,1588,32,"TL",0.3,NA,NA,NA,NA,NA,2.49,"","Baltic, ICES subdiv. 25-29","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"359",24,1589,32.1,"TL",0.31,-2.24,NA,NA,9.6,NA,2.5,"UK Scotland","Buchan Herring","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"360",24,1590,32.1,"TL",0.41,-0.48,NA,NA,NA,NA,2.63,"UK","North Sea","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"361",24,1591,32.2,"TL",0.47,-0.43,NA,NA,NA,NA,2.69,"UK","North Sea","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"362",24,1592,32.4,"TL",0.38,-0.64,NA,NA,NA,NA,2.6,"UK","North Sea","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"363",24,1593,32.4,"TL",0.4,-0.65,NA,NA,NA,NA,2.62,"UK","North Sea","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"364",24,1594,32.5,"TL",0.33,-0.33,NA,NA,6.2,NA,2.54,"Norway","Norwegian spring spawning herring","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"365",24,1595,32.6,"TL",0.26,-1.22,NA,NA,NA,NA,2.44,"UK","North Sea","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"366",24,1596,32.7,"TL",0.42,-0.81,NA,NA,10.1,NA,2.65,"UK Scotland","Buchan Herring","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"367",24,1597,32.7,"TL",0.48,-0.22,NA,NA,9.8,NA,2.71,"UK Scotland","Buchan Herring","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"368",24,1598,32.7,"TL",0.26,-1.4,NA,NA,NA,NA,2.44,"UK","North Sea","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"369",24,1599,32.8,"TL",0.31,-1.02,NA,NA,NA,NA,2.52,"UK","North Sea","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"370",24,1600,32.9,"TL",0.28,-1.6,NA,NA,9.7,NA,2.48,"UK Scotland","Buchan Herring","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"371",24,1601,32.9,"TL",0.32,-1.3,NA,NA,10.1,NA,2.54,"UK Scotland","Buchan Herring","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"372",24,1602,33.1,"TL",0.46,-0.86,NA,NA,10.5,NA,2.7,"UK","North Sea","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"373",24,1603,33.3,"TL",0.29,-1.6,NA,NA,9.6,NA,2.51,"UK Scotland","Buchan Herring","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"374",24,1604,33.5,"NG",0.33,NA,NA,NA,10,NA,2.57,"Canada","Gulf of St. Lawrence","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"375",24,1605,33.6,"TL",0.23,-1.8,NA,NA,NA,NA,2.41,"UK","North Sea","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"376",24,1606,33.6,"TL",0.33,-0.94,NA,NA,NA,NA,2.57,"UK","North Sea","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"377",24,1607,33.7,"TL",0.37,-0.51,NA,NA,NA,NA,2.62,"UK","North Sea","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"378",24,1608,33.7,"TL",0.38,-0.42,NA,NA,NA,NA,2.64,"UK","North Sea","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"379",24,1609,33.7,"TL",0.32,-0.55,NA,NA,11.2,NA,2.56,"USA","Gulf of Maine and Georges Bank","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"380",24,1610,33.8,"TL",0.39,-0.45,NA,NA,NA,NA,2.65,"UK","North Sea","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"381",24,1611,34,"",0.27,NA,NA,0.13,6,28,2.49,"Norway","Norwegian Sea","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"382",24,1612,34,"",0.36,NA,NA,NA,10,25,2.62,"Canada","New Brunswick","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"383",24,1613,34.2,"TL",0.31,-0.67,NA,NA,6,NA,2.56,"","East of Newfoundland fall spawners","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"384",24,1614,34.8,"",0.41,NA,NA,NA,9.5,27,2.7,"UK Engld Wal","Clyde stock","Yes","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"385",24,1615,35,"TL",0.19,-2.28,NA,NA,NA,NA,2.37,"UK","North Sea","Yes","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"386",24,1616,35.1,"TL",0.16,-4.87,NA,NA,9,NA,2.29,"UK Scotland","Buchan Herring","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"387",24,1617,35.2,"",0.28,NA,NA,NA,8,30,2.54,"","Southern Gulf of St. Lawrence spring spawners","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"388",24,1618,35.3,"TL",0.3,-1.06,NA,NA,6,NA,2.57,"","East of Newfoundland spring spawners","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"389",24,1619,35.6,"TL",0.32,0.39,NA,NA,6.5,NA,2.61,"","Nova Scotia and Bay of Fundy","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"390",24,1620,35.6,"TL",0.22,-2.75,NA,NA,6,NA,2.45,"","Southern Gulf of St. Lawrence spring spawners","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"391",24,1621,35.7,"",0.34,-0.83,NA,NA,NA,26.5,2.64,"Norway","west coast","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"392",24,1622,35.9,"TL",0.35,-0.45,NA,0.35,NA,24.1,2.65,"","North Sea Sub-area IV, Divisions VIId and IIIa","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"393",24,1623,36,"TL",0.21,NA,NA,0.16,8,28.5,2.43,"Norway","Atlanto-Scandian","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"394",24,1624,36.2,"TL",0.3,-1,NA,NA,NA,NA,2.59,"Iceland","Icelandic summer-spawning herring (Division Va)","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"395",24,1625,36.3,"TL",0.27,-1.26,NA,NA,6.4,NA,2.55,"Iceland","Iceland summer spawners","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"396",24,1626,36.4,"",0.31,-0.83,NA,NA,NA,28,2.61,"Norway","west coast","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"397",24,1627,36.4,"",0.26,NA,NA,NA,8,32.5,2.54,"","Southern Gulf of St. Lawrence autumn spawners","Yes","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"398",24,1628,36.5,"TL",0.14,-3.98,NA,NA,NA,NA,2.27,"UK","North Sea","Yes","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"399",24,1629,36.7,"",0.28,-0.83,NA,NA,NA,29.5,2.57,"Norway","west coast","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"400",24,1630,37,"",0.26,NA,NA,0.16,8.2,31.2,2.55,"Norway","Norwegian stock (spring spawner)","Yes","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"401",24,1631,37.1,"",0.26,-0.83,NA,NA,NA,30.5,2.55,"Norway","west coast","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"402",24,1632,37.3,"",0.23,-0.83,NA,NA,NA,31.2,2.51,"Norway","west coast","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"403",24,1633,37.5,"",0.21,-0.83,NA,NA,NA,31.4,2.46,"Norway","west coast","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"404",24,1634,37.7,"TL",0.25,-2,NA,NA,4.7,NA,2.55,"","West of Newfoundland spring spawners","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"405",24,1635,38,"",0.19,-0.83,NA,NA,NA,32.3,2.43,"Norway","west coast","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"406",24,1636,38,"TL",0.25,-1.2,NA,NA,NA,NA,2.56,"Iceland","Icelandic spring-spawning herring (Division Va)","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"407",24,1637,38.4,"",0.13,-4.01,NA,NA,NA,NA,2.28,"Germany","Baltic Sea (Spring spawner)","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"408",24,1638,38.5,"TL",0.32,-0.59,NA,NA,6,NA,2.68,"","Southern Gulf of St. Lawrence fall spawners","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"409",24,1639,41.7,"TL",0.22,-2.05,NA,NA,4.7,NA,2.58,"","West of Newfoundland fall spawners","No","No","Clupea_harengus_harengus","Clupea","Clupeidae","Clupea harengus harengus","Actinopterygii","Clupeiformes"
"410",25,2930,15.5,"TL",0.69,-0.37,NA,NA,11,NA,2.22,"France","Bay of Biscay 200 m depth","No","No","Gadiculus_argenteus_thori","Gadiculus","Gadidae","Gadiculus argenteus thori","Actinopterygii","Gadiformes"
"411",25,2931,16,"TL",0.85,NA,NA,NA,NA,12,2.34,"Faeroe Is.","Faroe Bank, 60°55´N; 8°40´W","No","No","Gadiculus_argenteus_thori","Gadiculus","Gadidae","Gadiculus argenteus thori","Actinopterygii","Gadiformes"
"412",26,3153,30.9,"TL",0.31,NA,"M",NA,12,NA,2.47,"Isle of Man","(70 m depth)","Yes","No","Glyptocephalus_cynoglossus","Glyptocephalus","Pleuronectidae","Glyptocephalus cynoglossus","Actinopterygii","Pleuronectiformes"
"413",26,3154,31,"TL",0.23,NA,"",NA,NA,NA,2.34,"Norway","N. Norwegian Sea","No","No","Glyptocephalus_cynoglossus","Glyptocephalus","Pleuronectidae","Glyptocephalus cynoglossus","Actinopterygii","Pleuronectiformes"
"414",26,3155,36.1,"TL",0.38,NA,"F",NA,12,NA,2.69,"Isle of Man","(70 m depth)","Yes","No","Glyptocephalus_cynoglossus","Glyptocephalus","Pleuronectidae","Glyptocephalus cynoglossus","Actinopterygii","Pleuronectiformes"
"415",26,3156,38,"TL",0.29,NA,"",NA,NA,NA,2.62,"Ireland","Irish Sea","Yes","No","Glyptocephalus_cynoglossus","Glyptocephalus","Pleuronectidae","Glyptocephalus cynoglossus","Actinopterygii","Pleuronectiformes"
"416",26,3157,39.3,"TL",0.23,NA,"M",NA,6.5,NA,2.55,"Norway","Hekkingen, Malangen","No","No","Glyptocephalus_cynoglossus","Glyptocephalus","Pleuronectidae","Glyptocephalus cynoglossus","Actinopterygii","Pleuronectiformes"
"417",26,3158,40,"TL",0.21,NA,"",NA,NA,NA,2.52,"Norway","S. Norwegian Sea","No","No","Glyptocephalus_cynoglossus","Glyptocephalus","Pleuronectidae","Glyptocephalus cynoglossus","Actinopterygii","Pleuronectiformes"
"418",26,3159,41,"TL",0.22,NA,"",NA,NA,NA,2.56,"Norway","Karmoy, South Norway","No","No","Glyptocephalus_cynoglossus","Glyptocephalus","Pleuronectidae","Glyptocephalus cynoglossus","Actinopterygii","Pleuronectiformes"
"419",26,3160,42,"TL",0.24,NA,"",NA,NA,29,2.62,"","not specified","No","No","Glyptocephalus_cynoglossus","Glyptocephalus","Pleuronectidae","Glyptocephalus cynoglossus","Actinopterygii","Pleuronectiformes"
"420",26,3161,43.7,"TL",0.2,NA,"M",NA,6.5,NA,2.58,"Norway","Aglapsvik, Malangen","No","No","Glyptocephalus_cynoglossus","Glyptocephalus","Pleuronectidae","Glyptocephalus cynoglossus","Actinopterygii","Pleuronectiformes"
"421",26,3162,46.1,"TL",0.2,NA,"F",NA,6.5,NA,2.63,"Norway","Aglapsvik, Malangen","No","No","Glyptocephalus_cynoglossus","Glyptocephalus","Pleuronectidae","Glyptocephalus cynoglossus","Actinopterygii","Pleuronectiformes"
"422",26,3163,46.9,"TL",0.15,NA,"F",NA,6.5,NA,2.52,"Norway","Hekkingen, Malangen","No","No","Glyptocephalus_cynoglossus","Glyptocephalus","Pleuronectidae","Glyptocephalus cynoglossus","Actinopterygii","Pleuronectiformes"
"423",26,3164,47,"TL",0.22,NA,"",NA,NA,NA,2.69,"Iceland","not specified","No","No","Glyptocephalus_cynoglossus","Glyptocephalus","Pleuronectidae","Glyptocephalus cynoglossus","Actinopterygii","Pleuronectiformes"
"424",26,3165,47,"TL",0.26,NA,"",NA,NA,NA,2.76,"Denmark","Kattegat","No","No","Glyptocephalus_cynoglossus","Glyptocephalus","Pleuronectidae","Glyptocephalus cynoglossus","Actinopterygii","Pleuronectiformes"
"425",26,3166,48,"TL",0.13,NA,"",NA,NA,29,2.49,"Faeroe Is.","Faroe Bank, 60°55´N; 8°40´W","No","No","Glyptocephalus_cynoglossus","Glyptocephalus","Pleuronectidae","Glyptocephalus cynoglossus","Actinopterygii","Pleuronectiformes"
"426",26,3167,60.5,"TL",0.1,NA,"M",NA,7,NA,2.56,"","Newfoundland waters","No","No","Glyptocephalus_cynoglossus","Glyptocephalus","Pleuronectidae","Glyptocephalus cynoglossus","Actinopterygii","Pleuronectiformes"
"427",26,3168,63.8,"TL",0.11,-0.02,"F",NA,7,NA,2.65,"","Newfoundland waters","No","No","Glyptocephalus_cynoglossus","Glyptocephalus","Pleuronectidae","Glyptocephalus cynoglossus","Actinopterygii","Pleuronectiformes"
"428",27,3862,23.5,"TL",0.3,-0.91,"",NA,14,NA,2.22,"Greece","Central Aegean Sea","No","No","Lepidorhombus_boscii","Lepidorhombus","Scophthalmidae","Lepidorhombus boscii","Actinopterygii","Pleuronectiformes"
"429",27,3863,25.5,"TL",0.22,-1.09,"M",NA,NA,NA,2.15,"Greece","north Aegean Sea","No","No","Lepidorhombus_boscii","Lepidorhombus","Scophthalmidae","Lepidorhombus boscii","Actinopterygii","Pleuronectiformes"
"430",27,3864,26.2,"TL",0.26,-0.97,"",NA,14,NA,2.26,"Greece","Central Aegean Sea","No","No","Lepidorhombus_boscii","Lepidorhombus","Scophthalmidae","Lepidorhombus boscii","Actinopterygii","Pleuronectiformes"
"431",27,3865,27.6,"",0.21,NA,"M",NA,14,NA,2.21,"Italy","Southern Adriatic Sea","No","No","Lepidorhombus_boscii","Lepidorhombus","Scophthalmidae","Lepidorhombus boscii","Actinopterygii","Pleuronectiformes"
"432",27,3866,28.5,"",0.26,NA,"F",NA,14,NA,2.33,"Italy","Southern Adriatic Sea","No","No","Lepidorhombus_boscii","Lepidorhombus","Scophthalmidae","Lepidorhombus boscii","Actinopterygii","Pleuronectiformes"
